;SUBJECT_ID;;IP;;;;QUESTION_ID;IMAGE_ID;GT_ANSWER;MODEL;COLOR_COND;GT_CONFORM;DATASET;EXP_LIST;;ANSW_CORRECT;EXPL_CONS_ANSW;EXPL_CONS_IMG;EXPL_FLUENT;SHAPES;COLORS;MATERIALS;GEN_SCENE;COMPETENT;
id;1ng5ppmscc946v03of6pmmta0o;ip;105.246.110.202;time;1713356935;data;"<id:	QUESTION_ID	240102002	";"	IMAGE_ID	240102	";"	GT_ANSWER	frisbee	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;ath86a3arpu4tql350vg43ofoa;ip;196.42.116.80;time;1713356946;data;"<id:	QUESTION_ID	77	";"	IMAGE_ID	7	";"	GT_ANSWER	no	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;5;1;5;1;1;2;1;1;Next
id;b6h6rrngbtqrspa54mgrrditmp;ip;102.215.155.206;time;1713356976;data;"<id:	QUESTION_ID	51181002	";"	IMAGE_ID	51181	";"	GT_ANSWER	yes	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;1;2;2;2;2;2;2;1;Next
id;c3jv0rf0ftvr99b1ma5igr9s6m;ip;41.193.97.72;time;1713356976;data;"<id:	QUESTION_ID	37688001	";"	IMAGE_ID	37688	";"	GT_ANSWER	orange	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;ath86a3arpu4tql350vg43ofoa;ip;196.42.116.80;time;1713356985;data;"<id:	QUESTION_ID	14796	";"	IMAGE_ID	14796	";"	GT_ANSWER	purple	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;4;5;5;Next
id;1ng5ppmscc946v03of6pmmta0o;ip;105.246.110.202;time;1713357006;data;"<id:	QUESTION_ID	14998	";"	IMAGE_ID	14998	";"	GT_ANSWER	1	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;2;1;1;1;1;1;1;1;Next
id;ath86a3arpu4tql350vg43ofoa;ip;196.42.116.80;time;1713357023;data;"<id:	QUESTION_ID	96075000	";"	IMAGE_ID	96075	";"	GT_ANSWER	sunny	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;1;1;5;2;2;1;1;1;Next
id;1ng5ppmscc946v03of6pmmta0o;ip;105.246.110.202;time;1713357047;data;"<id:	QUESTION_ID	131092	";"	IMAGE_ID	13110	";"	GT_ANSWER	large	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;4;4;5;5;5;Next
id;ath86a3arpu4tql350vg43ofoa;ip;196.42.116.80;time;1713357053;data;"<id:	QUESTION_ID	478736013	";"	IMAGE_ID	478736	";"	GT_ANSWER	no	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;3;1;5;2;1;1;2;1;Next
id;3stqkuqrs31qm53545vtniun8k;ip;197.184.182.161;time;1713357056;data;"<id:	QUESTION_ID	118108	";"	IMAGE_ID	11811	";"	GT_ANSWER	1	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;2;2;2;2;2;2;2;2;Next
id;1ng5ppmscc946v03of6pmmta0o;ip;105.246.110.202;time;1713357075;data;"<id:	QUESTION_ID	130994	";"	IMAGE_ID	13100	";"	GT_ANSWER	cube	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;4;5;4;5;5;5;5;Next
id;c3jv0rf0ftvr99b1ma5igr9s6m;ip;41.193.97.72;time;1713357083;data;"<id:	QUESTION_ID	251252002	";"	IMAGE_ID	251252	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;5;5;3;5;5;5;5;4;Next
id;ath86a3arpu4tql350vg43ofoa;ip;196.42.116.80;time;1713357091;data;"<id:	QUESTION_ID	117935	";"	IMAGE_ID	11794	";"	GT_ANSWER	0	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;b6h6rrngbtqrspa54mgrrditmp;ip;102.215.155.206;time;1713357098;data;0;0;2;2;2;2;2;3;2;Next;;;;;;;;;
id;1ng5ppmscc946v03of6pmmta0o;ip;105.246.110.202;time;1713357098;data;"<id:	QUESTION_ID	465795000	";"	IMAGE_ID	465795	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;1;1;2;1;1;1;1;1;Next
id;3stqkuqrs31qm53545vtniun8k;ip;197.184.182.161;time;1713357123;data;"<id:	QUESTION_ID	465795000	";"	IMAGE_ID	465795	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;1;1;2;2;2;2;2;2;Next
id;ath86a3arpu4tql350vg43ofoa;ip;196.42.116.80;time;1713357136;data;"<id:	QUESTION_ID	14984	";"	IMAGE_ID	14984	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;b6h6rrngbtqrspa54mgrrditmp;ip;102.215.155.206;time;1713357141;data;0;0;2;2;2;2;2;3;2;Next;;;;;;;;;
id;1ng5ppmscc946v03of6pmmta0o;ip;105.246.110.202;time;1713357150;data;"<id:	QUESTION_ID	499400002	";"	IMAGE_ID	499400	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;2;1;3;1;Next
id;ath86a3arpu4tql350vg43ofoa;ip;196.42.116.80;time;1713357179;data;"<id:	QUESTION_ID	51181002	";"	IMAGE_ID	51181	";"	GT_ANSWER	yes	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;1;1;5;2;1;1;1;1;Next
id;c3jv0rf0ftvr99b1ma5igr9s6m;ip;41.193.97.72;time;1713357180;data;"<id:	QUESTION_ID	465795000	";"	IMAGE_ID	465795	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;1;1;5;2;1;1;1;1;Next
id;1ng5ppmscc946v03of6pmmta0o;ip;105.246.110.202;time;1713357194;data;"<id:	QUESTION_ID	105867001	";"	IMAGE_ID	105867	";"	GT_ANSWER	beer	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;1;5;5;4;4;4;5;3;Next
id;3stqkuqrs31qm53545vtniun8k;ip;197.184.182.161;time;1713357199;data;"<id:	QUESTION_ID	14896	";"	IMAGE_ID	14896	";"	GT_ANSWER	0	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;4;5;4;4;4;4;5;Next
id;c3jv0rf0ftvr99b1ma5igr9s6m;ip;41.193.97.72;time;1713357220;data;"<id:	QUESTION_ID	14896	";"	IMAGE_ID	14896	";"	GT_ANSWER	0	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;3stqkuqrs31qm53545vtniun8k;ip;197.184.182.161;time;1713357232;data;"<id:	QUESTION_ID	130994	";"	IMAGE_ID	13100	";"	GT_ANSWER	cube	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;4;4;5;Next
id;ath86a3arpu4tql350vg43ofoa;ip;196.42.116.80;time;1713357232;data;"<id:	QUESTION_ID	118108	";"	IMAGE_ID	11811	";"	GT_ANSWER	1	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;5;1;1;1;1;1;1;1;Next
id;3stqkuqrs31qm53545vtniun8k;ip;197.184.182.161;time;1713357261;data;"<id:	QUESTION_ID	240102002	";"	IMAGE_ID	240102	";"	GT_ANSWER	frisbee	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;4;5;5;5;Next
id;ath86a3arpu4tql350vg43ofoa;ip;196.42.116.80;time;1713357302;data;"<id:	QUESTION_ID	130433	";"	IMAGE_ID	13044	";"	GT_ANSWER	green	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;5;1;2;1;1;3;1;1;Next
id;3stqkuqrs31qm53545vtniun8k;ip;197.184.182.161;time;1713357334;data;"<id:	QUESTION_ID	131092	";"	IMAGE_ID	13110	";"	GT_ANSWER	large	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;5;4;5;Next
id;ath86a3arpu4tql350vg43ofoa;ip;196.42.116.80;time;1713357336;data;"<id:	QUESTION_ID	14998	";"	IMAGE_ID	14998	";"	GT_ANSWER	1	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;5;1;5;1;1;2;1;1;Next
id;c3jv0rf0ftvr99b1ma5igr9s6m;ip;41.193.97.72;time;1713357359;data;"<id:	QUESTION_ID	105867001	";"	IMAGE_ID	105867	";"	GT_ANSWER	beer	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;1;5;5;3;5;4;4;3;Next
id;3stqkuqrs31qm53545vtniun8k;ip;197.184.182.161;time;1713357378;data;"<id:	QUESTION_ID	96075000	";"	IMAGE_ID	96075	";"	GT_ANSWER	sunny	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;1;1;2;3;2;3;2;2;Next
id;ath86a3arpu4tql350vg43ofoa;ip;196.42.116.80;time;1713357380;data;"<id:	QUESTION_ID	5232	";"	IMAGE_ID	5232	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;4;5;4;5;5;4;4;Next
id;ath86a3arpu4tql350vg43ofoa;ip;196.42.116.80;time;1713357401;data;"<id:	QUESTION_ID	538054001	";"	IMAGE_ID	538054	";"	GT_ANSWER	banana	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;3stqkuqrs31qm53545vtniun8k;ip;197.184.182.161;time;1713357409;data;"<id:	QUESTION_ID	364642005	";"	IMAGE_ID	364642	";"	GT_ANSWER	mozzarella	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;4;4;4;3;4;3;4;4;Next
id;ath86a3arpu4tql350vg43ofoa;ip;196.42.116.80;time;1713357426;data;"<id:	QUESTION_ID	465795000	";"	IMAGE_ID	465795	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;3;1;5;2;1;1;1;1;Next
id;ath86a3arpu4tql350vg43ofoa;ip;196.42.116.80;time;1713357460;data;"<id:	QUESTION_ID	435005000	";"	IMAGE_ID	435005	";"	GT_ANSWER	yes	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;2;2;1;2;2;2;2;1;Next
id;3stqkuqrs31qm53545vtniun8k;ip;197.184.182.161;time;1713357473;data;"<id:	QUESTION_ID	5232	";"	IMAGE_ID	5232	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;4;4;4;4;4;4;4;4;Next
id;ath86a3arpu4tql350vg43ofoa;ip;196.42.116.80;time;1713357504;data;"<id:	QUESTION_ID	385757002	";"	IMAGE_ID	385757	";"	GT_ANSWER	fall	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;3;5;5;5;5;Next
id;ath86a3arpu4tql350vg43ofoa;ip;196.42.116.80;time;1713357533;data;"<id:	QUESTION_ID	118385	";"	IMAGE_ID	11839	";"	GT_ANSWER	no	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;4;5;5;Next
id;3stqkuqrs31qm53545vtniun8k;ip;197.184.182.161;time;1713357542;data;"<id:	QUESTION_ID	14847	";"	IMAGE_ID	14847	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;2;2;3;4;2;4;4;2;Next
id;ath86a3arpu4tql350vg43ofoa;ip;196.42.116.80;time;1713357573;data;"<id:	QUESTION_ID	105867001	";"	IMAGE_ID	105867	";"	GT_ANSWER	beer	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;5;2;5;3;4;5;4;3;Next
id;3stqkuqrs31qm53545vtniun8k;ip;197.184.182.161;time;1713357584;data;"<id:	QUESTION_ID	385757002	";"	IMAGE_ID	385757	";"	GT_ANSWER	fall	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;4;4;4;4;4;4;4;4;Next
id;ath86a3arpu4tql350vg43ofoa;ip;196.42.116.80;time;1713357607;data;"<id:	QUESTION_ID	240102002	";"	IMAGE_ID	240102	";"	GT_ANSWER	frisbee	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;3;5;5;5;Next
id;3stqkuqrs31qm53545vtniun8k;ip;197.184.182.161;time;1713357632;data;"<id:	QUESTION_ID	77	";"	IMAGE_ID	7	";"	GT_ANSWER	no	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;2;2;2;3;2;2;2;3;Next
id;3stqkuqrs31qm53545vtniun8k;ip;197.184.182.161;time;1713357688;data;"<id:	QUESTION_ID	130433	";"	IMAGE_ID	13044	";"	GT_ANSWER	green	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;2;2;2;2;2;2;2;2;Next
id;g01hn3deuibdkeh934ngp2nsv0;ip;196.39.217.132;time;1713358852;data;I want to participate;;;;;;;;;;;;;;;;;;
id;g01hn3deuibdkeh934ngp2nsv0;ip;196.39.217.132;time;1713358867;data;609d66344d3086758ab09983;22;female;nonnative;Next;;;;;;;;;;;;;;
id;g01hn3deuibdkeh934ngp2nsv0;ip;196.39.217.132;time;1713358935;data;Yes;;;;;;;;;;;;;;;;;;
id;g01hn3deuibdkeh934ngp2nsv0;ip;196.39.217.132;time;1713358974;data;"<id:	QUESTION_ID	552504005	";"	IMAGE_ID	552504	";"	GT_ANSWER	flying kite	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	trial	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;g01hn3deuibdkeh934ngp2nsv0;ip;196.39.217.132;time;1713358978;data;Next;;;;;;;;;;;;;;;;;;
id;g01hn3deuibdkeh934ngp2nsv0;ip;196.39.217.132;time;1713359033;data;"<id:	QUESTION_ID	435005000	";"	IMAGE_ID	435005	";"	GT_ANSWER	yes	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	3	>";<id:>;no;5;5;5;5;5;5;5;3;Next
id;tjckudp15jfrlv4ac8dfrmk5bt;ip;81.56.39.254;time;1713359049;data;I want to participate;;;;;;;;;;;;;;;;;;
id;g01hn3deuibdkeh934ngp2nsv0;ip;196.39.217.132;time;1713359056;data;"<id:	QUESTION_ID	192714009	";"	IMAGE_ID	192714	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	3	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;tjckudp15jfrlv4ac8dfrmk5bt;ip;81.56.39.254;time;1713359067;data;5fdb96141295b80008c31eb3;56;male;native;Next;;;;;;;;;;;;;;
id;g01hn3deuibdkeh934ngp2nsv0;ip;196.39.217.132;time;1713359094;data;"<id:	QUESTION_ID	24097000	";"	IMAGE_ID	24097	";"	GT_ANSWER	yes	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	3	>";<id:>;no;1;5;5;5;5;5;1;1;Next
id;g01hn3deuibdkeh934ngp2nsv0;ip;196.39.217.132;time;1713359125;data;"<id:	QUESTION_ID	130793	";"	IMAGE_ID	13080	";"	GT_ANSWER	1	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	3	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;tjckudp15jfrlv4ac8dfrmk5bt;ip;81.56.39.254;time;1713359213;data;Yes;;;;;;;;;;;;;;;;;;
id;l8341c4n751p8jug2khimkijp6;ip;73.68.152.92;time;1713359258;data;I want to participate;;;;;;;;;;;;;;;;;;
id;g01hn3deuibdkeh934ngp2nsv0;ip;196.39.217.132;time;1713359265;data;"<id:	QUESTION_ID	14956	";"	IMAGE_ID	14956	";"	GT_ANSWER	cyan	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	3	>";<id:>;yes;5;5;5;4;5;5;5;4;Next
id;l8341c4n751p8jug2khimkijp6;ip;73.68.152.92;time;1713359274;data;566af48e7da035000fb39c66;53;female;native;Next;;;;;;;;;;;;;;
id;tjckudp15jfrlv4ac8dfrmk5bt;ip;81.56.39.254;time;1713359277;data;"<id:	QUESTION_ID	552504005	";"	IMAGE_ID	552504	";"	GT_ANSWER	flying kite	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	trial	>";<id:>;yes;5;5;5;4;0;0;5;5;Next
id;tjckudp15jfrlv4ac8dfrmk5bt;ip;81.56.39.254;time;1713359281;data;Next;;;;;;;;;;;;;;;;;;
id;iteafrpgou8d812vr5uglpbigb;ip;124.148.121.15;time;1713359284;data;I want to participate;;;;;;;;;;;;;;;;;;
id;iteafrpgou8d812vr5uglpbigb;ip;124.148.121.15;time;1713359298;data;65a406c16f17beac9e7e6fe7;44;female;native;Next;;;;;;;;;;;;;;
id;g01hn3deuibdkeh934ngp2nsv0;ip;196.39.217.132;time;1713359315;data;"<id:	QUESTION_ID	298151003	";"	IMAGE_ID	298151	";"	GT_ANSWER	orange	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	3	>";<id:>;no;5;1;5;5;1;1;1;1;Next
id;tjckudp15jfrlv4ac8dfrmk5bt;ip;81.56.39.254;time;1713359325;data;"<id:	QUESTION_ID	14896	";"	IMAGE_ID	14896	";"	GT_ANSWER	0	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	3	>";<id:>;yes;5;5;5;5;5;0;5;5;Next
id;mghcm6p7pqhc790pq91eks36pm;ip;213.105.93.196;time;1713359335;data;I want to participate;;;;;;;;;;;;;;;;;;
id;iteafrpgou8d812vr5uglpbigb;ip;124.148.121.15;time;1713359335;data;Yes;;;;;;;;;;;;;;;;;;
id;g01hn3deuibdkeh934ngp2nsv0;ip;196.39.217.132;time;1713359340;data;"<id:	QUESTION_ID	5232	";"	IMAGE_ID	5232	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	3	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;mghcm6p7pqhc790pq91eks36pm;ip;213.105.93.196;time;1713359352;data;56e99d054111eb000c77885b;50;female;native;Next;;;;;;;;;;;;;;
id;tv2pu75gud7kgul2o0tk7vemcn;ip;139.132.188.35;time;1713359380;data;I want to participate;;;;;;;;;;;;;;;;;;
id;g01hn3deuibdkeh934ngp2nsv0;ip;196.39.217.132;time;1713359383;data;"<id:	QUESTION_ID	118385	";"	IMAGE_ID	11839	";"	GT_ANSWER	no	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	3	>";<id:>;no;1;1;5;5;1;5;3;1;Next
id;tv2pu75gud7kgul2o0tk7vemcn;ip;139.132.188.35;time;1713359389;data;66040f09dc419ddf807bd366;23;male;native;Next;;;;;;;;;;;;;;
id;43kvg51c5vag56h4j3mj4uckiv;ip;58.84.176.205;time;1713359391;data;I want to participate;;;;;;;;;;;;;;;;;;
id;9up80et80vvmf1hphbj2qqtv3l;ip;80.233.34.175;time;1713359401;data;I want to participate;;;;;;;;;;;;;;;;;;
id;43kvg51c5vag56h4j3mj4uckiv;ip;58.84.176.205;time;1713359411;data;65e4a8026bafd4df9f6a5865;41;female;native;Next;;;;;;;;;;;;;;
id;g01hn3deuibdkeh934ngp2nsv0;ip;196.39.217.132;time;1713359415;data;"<id:	QUESTION_ID	130994	";"	IMAGE_ID	13100	";"	GT_ANSWER	cube	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	3	>";<id:>;no;5;1;4;1;2;5;1;1;Next
id;tjckudp15jfrlv4ac8dfrmk5bt;ip;81.56.39.254;time;1713359418;data;"<id:	QUESTION_ID	117935	";"	IMAGE_ID	11794	";"	GT_ANSWER	0	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	3	>";<id:>;no;5;2;5;3;5;4;5;4;Next
id;9up80et80vvmf1hphbj2qqtv3l;ip;80.233.34.175;time;1713359419;data;5b64de377b7f8600011305fa;33;male;native;Next;;;;;;;;;;;;;;
id;iteafrpgou8d812vr5uglpbigb;ip;124.148.121.15;time;1713359441;data;"<id:	QUESTION_ID	552504005	";"	IMAGE_ID	552504	";"	GT_ANSWER	flying kite	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	trial	>";<id:>;yes;2;4;2;4;0;0;4;4;Next
id;iteafrpgou8d812vr5uglpbigb;ip;124.148.121.15;time;1713359446;data;Next;;;;;;;;;;;;;;;;;;
id;g01hn3deuibdkeh934ngp2nsv0;ip;196.39.217.132;time;1713359451;data;"<id:	QUESTION_ID	14818	";"	IMAGE_ID	14818	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	3	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;tjckudp15jfrlv4ac8dfrmk5bt;ip;81.56.39.254;time;1713359462;data;"<id:	QUESTION_ID	130793	";"	IMAGE_ID	13080	";"	GT_ANSWER	1	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	3	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;tbl5a1nmnu346ghu25tohg58pd;ip;105.8.3.11;time;1713359466;data;I want to participate;;;;;;;;;;;;;;;;;;
id;bp3ub196d7gk884njiuv860c0s;ip;41.193.49.74;time;1713359473;data;I want to participate;;;;;;;;;;;;;;;;;;
id;g01hn3deuibdkeh934ngp2nsv0;ip;196.39.217.132;time;1713359480;data;"<id:	QUESTION_ID	14987	";"	IMAGE_ID	14987	";"	GT_ANSWER	purple	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	3	>";<id:>;yes;5;5;5;5;5;5;5;5;Next
id;bp3ub196d7gk884njiuv860c0s;ip;41.193.49.74;time;1713359484;data;6011c91e496f2f16d61402e7;22;male;native;Next;;;;;;;;;;;;;;
id;tbl5a1nmnu346ghu25tohg58pd;ip;105.8.3.11;time;1713359485;data;5fac2398a5caa5150c900df7;26;female;native;Next;;;;;;;;;;;;;;
id;tv2pu75gud7kgul2o0tk7vemcn;ip;139.132.188.35;time;1713359491;data;Yes;;;;;;;;;;;;;;;;;;
id;mghcm6p7pqhc790pq91eks36pm;ip;213.105.93.196;time;1713359491;data;Yes;;;;;;;;;;;;;;;;;;
id;iteafrpgou8d812vr5uglpbigb;ip;124.148.121.15;time;1713359494;data;"<id:	QUESTION_ID	538054001	";"	IMAGE_ID	538054	";"	GT_ANSWER	banana	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	3	>";<id:>;no;1;1;1;1;1;0;1;1;Next
