;SUBJECT_ID;;IP;;;;QUESTION_ID;IMAGE_ID;GT_ANSWER;MODEL;COLOR_COND;GT_CONFORM;DATASET;EXP_LIST;;ANSW_CORRECT;SHAPES;COLORS;MATERIALS;GEN_SCENE;COMPETENT;
id;pgffeilukenb0vgl3kvtl0tr4i;ip;84.70.12.203;time;1714130804;data;"<id:	QUESTION_ID	14998	";"	IMAGE_ID	14998	";"	GT_ANSWER	1	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;2;2;2;2;1;Next
id;jd2hevovv74f3176sfij79lmhd;ip;218.101.127.129;time;1714130812;data;"<id:	QUESTION_ID	130433	";"	IMAGE_ID	13044	";"	GT_ANSWER	green	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;1;1;2;2;1;Next
id;tvie09tr6rd2lj5tr5bufm3tp2;ip;82.14.75.50;time;1714130816;data;"<id:	QUESTION_ID	478736013	";"	IMAGE_ID	478736	";"	GT_ANSWER	no	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;74r43s28n2krkij8vjvpp4oqlo;ip;77.102.215.55;time;1714130819;data;"<id:	QUESTION_ID	130994	";"	IMAGE_ID	13100	";"	GT_ANSWER	cube	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;ui3ccajp0emm58bqv5e7k07gj2;ip;41.116.172.229;time;1714130819;data;"<id:	QUESTION_ID	14847	";"	IMAGE_ID	14847	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;1;1;1;2;1;Next
id;pgffeilukenb0vgl3kvtl0tr4i;ip;84.70.12.203;time;1714130823;data;"<id:	QUESTION_ID	538054001	";"	IMAGE_ID	538054	";"	GT_ANSWER	banana	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;4;5;Next
id;tvie09tr6rd2lj5tr5bufm3tp2;ip;82.14.75.50;time;1714130831;data;"<id:	QUESTION_ID	554255000	";"	IMAGE_ID	554255	";"	GT_ANSWER	summer	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;4;4;4;5;5;Next
id;dpsviv2el814skegon8cc12c9p;ip;123.243.131.61;time;1714130832;data;"<id:	QUESTION_ID	118108	";"	IMAGE_ID	11811	";"	GT_ANSWER	1	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;2;1;2;2;1;Next
id;d6csr244rnmo454mrqkkv96ao7;ip;115.188.1.102;time;1714130832;data;"<id:	QUESTION_ID	14796	";"	IMAGE_ID	14796	";"	GT_ANSWER	purple	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;4;4;4;4;4;Next
id;ui3ccajp0emm58bqv5e7k07gj2;ip;41.116.172.229;time;1714130832;data;"<id:	QUESTION_ID	251252002	";"	IMAGE_ID	251252	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;4;4;5;5;5;Next
id;bmnn12jqbc7u48vqeu9bi6cumm;ip;102.223.234.22;time;1714130842;data;"<id:	QUESTION_ID	364642005	";"	IMAGE_ID	364642	";"	GT_ANSWER	mozzarella	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;d62dovg3343nqa0h69drlcufg5;ip;2.137.128.180;time;1714130845;data;"<id:	QUESTION_ID	118385	";"	IMAGE_ID	11839	";"	GT_ANSWER	no	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;4;5;5;Next
id;tvie09tr6rd2lj5tr5bufm3tp2;ip;82.14.75.50;time;1714130845;data;"<id:	QUESTION_ID	51181002	";"	IMAGE_ID	51181	";"	GT_ANSWER	yes	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;ui3ccajp0emm58bqv5e7k07gj2;ip;41.116.172.229;time;1714130851;data;"<id:	QUESTION_ID	105867001	";"	IMAGE_ID	105867	";"	GT_ANSWER	beer	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;2;1;2;3;2;Next
id;c9he8574sn5bl4dhgurl5e63lq;ip;196.216.238.180;time;1714130854;data;"<id:	QUESTION_ID	131092	";"	IMAGE_ID	13110	";"	GT_ANSWER	large	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;d6csr244rnmo454mrqkkv96ao7;ip;115.188.1.102;time;1714130856;data;"<id:	QUESTION_ID	51181002	";"	IMAGE_ID	51181	";"	GT_ANSWER	yes	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;2;2;2;2;2;Next
id;74r43s28n2krkij8vjvpp4oqlo;ip;77.102.215.55;time;1714130859;data;"<id:	QUESTION_ID	14913	";"	IMAGE_ID	14913	";"	GT_ANSWER	large	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;3;2;2;2;2;Next
id;pgffeilukenb0vgl3kvtl0tr4i;ip;84.70.12.203;time;1714130859;data;"<id:	QUESTION_ID	364642005	";"	IMAGE_ID	364642	";"	GT_ANSWER	mozzarella	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;0;2;3;3;4;3;Next
id;bmnn12jqbc7u48vqeu9bi6cumm;ip;102.223.234.22;time;1714130863;data;"<id:	QUESTION_ID	251252002	";"	IMAGE_ID	251252	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;ui3ccajp0emm58bqv5e7k07gj2;ip;41.116.172.229;time;1714130865;data;"<id:	QUESTION_ID	14643	";"	IMAGE_ID	14643	";"	GT_ANSWER	red	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;3;1;1;2;1;Next
id;74r43s28n2krkij8vjvpp4oqlo;ip;77.102.215.55;time;1714130876;data;"<id:	QUESTION_ID	240102002	";"	IMAGE_ID	240102	";"	GT_ANSWER	frisbee	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;tvie09tr6rd2lj5tr5bufm3tp2;ip;82.14.75.50;time;1714130880;data;"<id:	QUESTION_ID	5232	";"	IMAGE_ID	5232	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;ui3ccajp0emm58bqv5e7k07gj2;ip;41.116.172.229;time;1714130881;data;"<id:	QUESTION_ID	37688001	";"	IMAGE_ID	37688	";"	GT_ANSWER	orange	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;5;5;1;2;3;Next
id;c9he8574sn5bl4dhgurl5e63lq;ip;196.216.238.180;time;1714130882;data;"<id:	QUESTION_ID	105867001	";"	IMAGE_ID	105867	";"	GT_ANSWER	beer	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;bmnn12jqbc7u48vqeu9bi6cumm;ip;102.223.234.22;time;1714130883;data;"<id:	QUESTION_ID	14643	";"	IMAGE_ID	14643	";"	GT_ANSWER	red	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;dpsviv2el814skegon8cc12c9p;ip;123.243.131.61;time;1714130886;data;"<id:	QUESTION_ID	298151003	";"	IMAGE_ID	298151	";"	GT_ANSWER	orange	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;4;5;4;4;4;Next
id;d6csr244rnmo454mrqkkv96ao7;ip;115.188.1.102;time;1714130889;data;"<id:	QUESTION_ID	14998	";"	IMAGE_ID	14998	";"	GT_ANSWER	1	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;2;2;2;2;2;Next
id;pgffeilukenb0vgl3kvtl0tr4i;ip;84.70.12.203;time;1714130892;data;"<id:	QUESTION_ID	132487	";"	IMAGE_ID	13249	";"	GT_ANSWER	blue	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;3;2;2;3;2;Next
id;d62dovg3343nqa0h69drlcufg5;ip;2.137.128.180;time;1714130899;data;"<id:	QUESTION_ID	117935	";"	IMAGE_ID	11794	";"	GT_ANSWER	0	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;ui3ccajp0emm58bqv5e7k07gj2;ip;41.116.172.229;time;1714130900;data;"<id:	QUESTION_ID	117935	";"	IMAGE_ID	11794	";"	GT_ANSWER	0	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;4;4;Next
id;d6csr244rnmo454mrqkkv96ao7;ip;115.188.1.102;time;1714130901;data;"<id:	QUESTION_ID	96075000	";"	IMAGE_ID	96075	";"	GT_ANSWER	sunny	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;2;2;2;2;2;Next
id;d6csr244rnmo454mrqkkv96ao7;ip;115.188.1.102;time;1714130901;data;"<id:	QUESTION_ID	96075000	";"	IMAGE_ID	96075	";"	GT_ANSWER	sunny	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;2;2;2;2;2;Next
id;bmnn12jqbc7u48vqeu9bi6cumm;ip;102.223.234.22;time;1714130904;data;"<id:	QUESTION_ID	77	";"	IMAGE_ID	7	";"	GT_ANSWER	no	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;74r43s28n2krkij8vjvpp4oqlo;ip;77.102.215.55;time;1714130908;data;"<id:	QUESTION_ID	118108	";"	IMAGE_ID	11811	";"	GT_ANSWER	1	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;2;3;4;4;2;Next
id;dpsviv2el814skegon8cc12c9p;ip;123.243.131.61;time;1714130908;data;"<id:	QUESTION_ID	571034002	";"	IMAGE_ID	571034	";"	GT_ANSWER	cows	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;1;1;0;1;1;Next
id;c9he8574sn5bl4dhgurl5e63lq;ip;196.216.238.180;time;1714130911;data;"<id:	QUESTION_ID	14984	";"	IMAGE_ID	14984	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;ui3ccajp0emm58bqv5e7k07gj2;ip;41.116.172.229;time;1714130919;data;"<id:	QUESTION_ID	130994	";"	IMAGE_ID	13100	";"	GT_ANSWER	cube	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;bmnn12jqbc7u48vqeu9bi6cumm;ip;102.223.234.22;time;1714130925;data;"<id:	QUESTION_ID	14998	";"	IMAGE_ID	14998	";"	GT_ANSWER	1	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;74r43s28n2krkij8vjvpp4oqlo;ip;77.102.215.55;time;1714130926;data;"<id:	QUESTION_ID	117935	";"	IMAGE_ID	11794	";"	GT_ANSWER	0	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;d6csr244rnmo454mrqkkv96ao7;ip;115.188.1.102;time;1714130931;data;"<id:	QUESTION_ID	5232	";"	IMAGE_ID	5232	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;4;4;4;Next
id;ui3ccajp0emm58bqv5e7k07gj2;ip;41.116.172.229;time;1714130933;data;"<id:	QUESTION_ID	96075000	";"	IMAGE_ID	96075	";"	GT_ANSWER	sunny	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;3;1;1;2;2;Next
id;pgffeilukenb0vgl3kvtl0tr4i;ip;84.70.12.203;time;1714130934;data;"<id:	QUESTION_ID	14847	";"	IMAGE_ID	14847	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;2;1;1;2;1;Next
id;c9he8574sn5bl4dhgurl5e63lq;ip;196.216.238.180;time;1714130938;data;"<id:	QUESTION_ID	77	";"	IMAGE_ID	7	";"	GT_ANSWER	no	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;d62dovg3343nqa0h69drlcufg5;ip;2.137.128.180;time;1714130940;data;"<id:	QUESTION_ID	132487	";"	IMAGE_ID	13249	";"	GT_ANSWER	blue	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;2;1;1;1;1;Next
id;bmnn12jqbc7u48vqeu9bi6cumm;ip;102.223.234.22;time;1714130944;data;"<id:	QUESTION_ID	499400002	";"	IMAGE_ID	499400	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;dpsviv2el814skegon8cc12c9p;ip;123.243.131.61;time;1714130944;data;"<id:	QUESTION_ID	77	";"	IMAGE_ID	7	";"	GT_ANSWER	no	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;ui3ccajp0emm58bqv5e7k07gj2;ip;41.116.172.229;time;1714130956;data;"<id:	QUESTION_ID	51181002	";"	IMAGE_ID	51181	";"	GT_ANSWER	yes	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;2;2;1;1;2;Next
id;74r43s28n2krkij8vjvpp4oqlo;ip;77.102.215.55;time;1714130959;data;"<id:	QUESTION_ID	478736013	";"	IMAGE_ID	478736	";"	GT_ANSWER	no	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;2;1;1;3;2;Next
id;d6csr244rnmo454mrqkkv96ao7;ip;115.188.1.102;time;1714130963;data;0;0;0;0;0;0;Next;;;;;;;;;
id;bmnn12jqbc7u48vqeu9bi6cumm;ip;102.223.234.22;time;1714130965;data;"<id:	QUESTION_ID	435005000	";"	IMAGE_ID	435005	";"	GT_ANSWER	yes	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;d62dovg3343nqa0h69drlcufg5;ip;2.137.128.180;time;1714130969;data;"<id:	QUESTION_ID	554255000	";"	IMAGE_ID	554255	";"	GT_ANSWER	summer	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;4;5;5;5;5;Next
id;ui3ccajp0emm58bqv5e7k07gj2;ip;41.116.172.229;time;1714130970;data;"<id:	QUESTION_ID	571034002	";"	IMAGE_ID	571034	";"	GT_ANSWER	cows	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;4;1;2;1;2;Next
id;eri7eoi6hga0b9qf1q5lt0v67j;ip;41.144.65.61;time;1714130981;data;"<id:	QUESTION_ID	14796	";"	IMAGE_ID	14796	";"	GT_ANSWER	purple	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;c9he8574sn5bl4dhgurl5e63lq;ip;196.216.238.180;time;1714130985;data;"<id:	QUESTION_ID	14913	";"	IMAGE_ID	14913	";"	GT_ANSWER	large	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;bmnn12jqbc7u48vqeu9bi6cumm;ip;102.223.234.22;time;1714130986;data;"<id:	QUESTION_ID	51181002	";"	IMAGE_ID	51181	";"	GT_ANSWER	yes	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;74r43s28n2krkij8vjvpp4oqlo;ip;77.102.215.55;time;1714130987;data;"<id:	QUESTION_ID	571034002	";"	IMAGE_ID	571034	";"	GT_ANSWER	cows	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;1;2;2;1;1;Next
id;ui3ccajp0emm58bqv5e7k07gj2;ip;41.116.172.229;time;1714130995;data;"<id:	QUESTION_ID	14913	";"	IMAGE_ID	14913	";"	GT_ANSWER	large	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;1;3;2;2;2;Next
id;bmnn12jqbc7u48vqeu9bi6cumm;ip;102.223.234.22;time;1714131005;data;"<id:	QUESTION_ID	96075000	";"	IMAGE_ID	96075	";"	GT_ANSWER	sunny	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;eri7eoi6hga0b9qf1q5lt0v67j;ip;41.144.65.61;time;1714131006;data;"<id:	QUESTION_ID	130994	";"	IMAGE_ID	13100	";"	GT_ANSWER	cube	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;ui3ccajp0emm58bqv5e7k07gj2;ip;41.116.172.229;time;1714131009;data;"<id:	QUESTION_ID	364642005	";"	IMAGE_ID	364642	";"	GT_ANSWER	mozzarella	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;3;5;5;5;4;Next
id;d6csr244rnmo454mrqkkv96ao7;ip;115.188.1.102;time;1714131015;data;0;0;0;0;0;0;Next;;;;;;;;;
id;d62dovg3343nqa0h69drlcufg5;ip;2.137.128.180;time;1714131016;data;"<id:	QUESTION_ID	465795000	";"	IMAGE_ID	465795	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;4;4;4;5;5;Next
id;ui3ccajp0emm58bqv5e7k07gj2;ip;41.116.172.229;time;1714131021;data;"<id:	QUESTION_ID	538054001	";"	IMAGE_ID	538054	";"	GT_ANSWER	banana	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;dpsviv2el814skegon8cc12c9p;ip;123.243.131.61;time;1714131026;data;"<id:	QUESTION_ID	14913	";"	IMAGE_ID	14913	";"	GT_ANSWER	large	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;1;1;2;1;1;Next
id;bmnn12jqbc7u48vqeu9bi6cumm;ip;102.223.234.22;time;1714131026;data;"<id:	QUESTION_ID	118108	";"	IMAGE_ID	11811	";"	GT_ANSWER	1	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;ui3ccajp0emm58bqv5e7k07gj2;ip;41.116.172.229;time;1714131036;data;"<id:	QUESTION_ID	435005000	";"	IMAGE_ID	435005	";"	GT_ANSWER	yes	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;4;5;Next
id;bmnn12jqbc7u48vqeu9bi6cumm;ip;102.223.234.22;time;1714131042;data;"<id:	QUESTION_ID	385757002	";"	IMAGE_ID	385757	";"	GT_ANSWER	fall	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;c9he8574sn5bl4dhgurl5e63lq;ip;196.216.238.180;time;1714131052;data;"<id:	QUESTION_ID	130433	";"	IMAGE_ID	13044	";"	GT_ANSWER	green	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;eri7eoi6hga0b9qf1q5lt0v67j;ip;41.144.1.61;time;1714131055;data;"<id:	QUESTION_ID	37688001	";"	IMAGE_ID	37688	";"	GT_ANSWER	orange	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;3;3;3;3;3;Next
id;bmnn12jqbc7u48vqeu9bi6cumm;ip;102.223.234.22;time;1714131059;data;"<id:	QUESTION_ID	240102002	";"	IMAGE_ID	240102	";"	GT_ANSWER	frisbee	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;d62dovg3343nqa0h69drlcufg5;ip;2.137.128.180;time;1714131061;data;"<id:	QUESTION_ID	14847	";"	IMAGE_ID	14847	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;2;1;2;2;1;Next
id;74r43s28n2krkij8vjvpp4oqlo;ip;77.102.215.55;time;1714131066;data;"<id:	QUESTION_ID	130433	";"	IMAGE_ID	13044	";"	GT_ANSWER	green	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;c9he8574sn5bl4dhgurl5e63lq;ip;196.216.238.180;time;1714131073;data;"<id:	QUESTION_ID	51181002	";"	IMAGE_ID	51181	";"	GT_ANSWER	yes	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;eri7eoi6hga0b9qf1q5lt0v67j;ip;41.144.1.61;time;1714131085;data;"<id:	QUESTION_ID	14984	";"	IMAGE_ID	14984	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;bmnn12jqbc7u48vqeu9bi6cumm;ip;102.223.234.22;time;1714131087;data;"<id:	QUESTION_ID	14896	";"	IMAGE_ID	14896	";"	GT_ANSWER	0	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;yes;5;5;5;5;5;Next
id;d62dovg3343nqa0h69drlcufg5;ip;2.137.128.180;time;1714131088;data;"<id:	QUESTION_ID	118108	";"	IMAGE_ID	11811	";"	GT_ANSWER	1	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;1;1;1;1;1;Next
id;74r43s28n2krkij8vjvpp4oqlo;ip;77.102.215.55;time;1714131093;data;"<id:	QUESTION_ID	14643	";"	IMAGE_ID	14643	";"	GT_ANSWER	red	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	2	>";<id:>;no;1;1;2;3;2;Next
